,DATEMONTHINT,STATION,RIDERS_PER_WEEKDAY
5267,201509,College Park-U of MD,4362.4
5268,201509,Columbia Heights,11582.8
5269,201509,Congress Heights,2505.3
5270,201509,Court House,7034.9
5271,201509,Crystal City,11287.8
5272,201509,Deanwood,1406.5
5273,201509,Dunn Loring,4075.5
5274,201509,Dupont Circle,18293.4
5275,201509,East Falls Church,4089.7
5276,201509,Eastern Market,5514.7
5277,201509,Eisenhower Avenue,1595.8
5278,201509,Farragut North,23153.9
5279,201509,Farragut West,20432.2
5280,201509,Federal Center SW,4880.9
5281,201509,Federal Triangle,7422.1
5282,201509,Foggy Bottom,20672.8
5283,201509,Forest Glen,2239.6
5284,201509,Fort Totten,7799.3
5285,201509,Franconia-Springfield,7248.3
5286,201509,Friendship Heights,8594.0
5287,201509,Gallery Place-Chinatown,22467.0
5288,201509,Georgia Avenue-Petworth,5880.1
5289,201509,Glenmont,5834.3
5290,201509,Greenbelt,6118.9
5291,201509,Greensboro,1087.4
5292,201509,Grosvenor,5235.1
5293,201509,Huntington,7330.3
5294,201509,Judiciary Square,8162.9
5295,201509,King St-Old Town,8118.0
5296,201509,L'Enfant Plaza,19125.6
5297,201509,Landover,1776.3
5298,201509,Largo Town Center,4503.7
5299,201509,McLean,1655.9
5300,201509,McPherson Square,14215.0
5301,201509,Medical Center,5483.4
5302,201509,Metro Center,24090.1
5303,201509,Minnesota Avenue,2335.0
5304,201509,Morgan Blvd.,2065.1
5305,201509,Mt. Vernon Square-UDC,4240.1
5306,201509,Navy Yard-Ballpark,10190.3
5307,201509,Naylor Road,2679.6
5308,201509,New Carrollton,7505.7
5309,201509,NoMa-Gallaudet U,8966.7
5310,201509,Pentagon,14412.0
5311,201509,Pentagon City,12606.7
5312,201509,Potomac Avenue,3374.2
5313,201509,Prince George's Plaza,4674.1
5314,201509,Reagan Washington National Airport,6535.1
5315,201509,Rhode Island Avenue,5827.1
5316,201509,Rockville,4320.8
5317,201509,Rosslyn,13776.2
5318,201509,Shady Grove,11624.3
5319,201509,Shaw-Howard University,5161.1
5320,201509,Silver Spring,12427.1
5321,201509,Smithsonian,8356.0
5322,201509,Southern Avenue,5059.7
5323,201509,Spring Hill,1216.6
5324,201509,Stadium-Armory,2827.9
5325,201509,Suitland,5267.6
5326,201509,Takoma,5247.3
5327,201509,Tenleytown-AU,6739.4
5328,201509,Twinbrook,4165.2
5329,201509,Tysons Corner,3039.5
5330,201509,U Street-Cardozo,6852.9
5331,201509,Union Station,28666.0
5332,201509,Van Dorn Street,3174.5
5333,201509,Van Ness-UDC,6008.2
5334,201509,Vienna,10290.6
5335,201509,Virginia Square-GMU,3917.6
5336,201509,Waterfront,4019.8
5337,201509,West Falls Church,2795.9
5338,201509,West Hyattsville,3759.9
5339,201509,Wheaton,3882.5
5340,201509,White Flint,3662.6
5341,201509,Wiehle,7992.8
5342,201509,Woodley Park-Zoo,5988.5
5343,201510,Addison Road,3013.0
5344,201510,Anacostia,7059.2
5345,201510,Archives-Navy Memorial,8577.4
5346,201510,Arlington Cemetery,1239.2
5347,201510,Ballston,11292.4
5348,201510,Benning Road,2807.1
5349,201510,Bethesda,10251.2
5350,201510,Braddock Road,4702.5
5351,201510,Branch Avenue,5828.1
5352,201510,Brookland,6868.0
5353,201510,Capitol Heights,1922.7
5354,201510,Capitol South,7062.6
5355,201510,Cheverly,1222.5
5356,201510,Clarendon,4521.7
5357,201510,Cleveland Park,4081.7
5358,201510,College Park-U of MD,4441.2
5359,201510,Columbia Heights,12100.8
5360,201510,Congress Heights,2499.6
5361,201510,Court House,7137.1
5362,201510,Crystal City,12087.2
5363,201510,Deanwood,1365.4
5364,201510,Dunn Loring,4195.0
5365,201510,Dupont Circle,19329.5
5366,201510,East Falls Church,4191.0
5367,201510,Eastern Market,5634.4
5368,201510,Eisenhower Avenue,1632.6
5369,201510,Farragut North,24229.8
5370,201510,Farragut West,21038.1
5371,201510,Federal Center SW,5067.4
5372,201510,Federal Triangle,7660.6
5373,201510,Foggy Bottom,21300.9
5374,201510,Forest Glen,2319.2
5375,201510,Fort Totten,7953.3
5376,201510,Franconia-Springfield,7322.0
5377,201510,Friendship Heights,8878.4
5378,201510,Gallery Place-Chinatown,24424.6
5379,201510,Georgia Avenue-Petworth,6105.1
5380,201510,Glenmont,6043.3
5381,201510,Greenbelt,6212.0
5382,201510,Greensboro,1094.8
5383,201510,Grosvenor,5420.2
5384,201510,Huntington,7515.0
5385,201510,Judiciary Square,8550.8
5386,201510,King St-Old Town,8324.3
5387,201510,L'Enfant Plaza,19843.0
5388,201510,Landover,1730.1
5389,201510,Largo Town Center,4483.0
5390,201510,McLean,1660.1
5391,201510,McPherson Square,14479.8
5392,201510,Medical Center,5633.7
5393,201510,Metro Center,25582.5
5394,201510,Minnesota Avenue,2377.8
5395,201510,Morgan Blvd.,1898.8
5396,201510,Mt. Vernon Square-UDC,5246.4
5397,201510,Navy Yard-Ballpark,6627.6
5398,201510,Naylor Road,2669.5
5399,201510,New Carrollton,7263.8
5400,201510,NoMa-Gallaudet U,9438.4
5401,201510,Pentagon,14886.5
5402,201510,Pentagon City,13240.2
5403,201510,Potomac Avenue,3727.6
5404,201510,Prince George's Plaza,4713.2
5405,201510,Reagan Washington National Airport,6861.4
5406,201510,Rhode Island Avenue,5929.9
5407,201510,Rockville,4423.2
5408,201510,Rosslyn,14412.5
5409,201510,Shady Grove,12061.1
5410,201510,Shaw-Howard University,5265.5
5411,201510,Silver Spring,12931.8
5412,201510,Smithsonian,8906.2
5413,201510,Southern Avenue,5161.6
5414,201510,Spring Hill,1219.8
5415,201510,Stadium-Armory,2465.1
5416,201510,Suitland,5351.1
5417,201510,Takoma,5490.5
5418,201510,Tenleytown-AU,6862.7
5419,201510,Twinbrook,4266.6
5420,201510,Tysons Corner,3165.6
5421,201510,U Street-Cardozo,7170.4
5422,201510,Union Station,30571.8
5423,201510,Van Dorn Street,3233.7
5424,201510,Van Ness-UDC,6193.6
5425,201510,Vienna,10365.4
5426,201510,Virginia Square-GMU,3977.5
5427,201510,Waterfront,4090.8
5428,201510,West Falls Church,2791.6
5429,201510,West Hyattsville,3755.8
5430,201510,Wheaton,4004.3
5431,201510,White Flint,3758.4
5432,201510,Wiehle,7996.6
5433,201510,Woodley Park-Zoo,6197.9
5434,201511,Addison Road,2972.8
5435,201511,Anacostia,6753.9
5436,201511,Archives-Navy Memorial,8066.2
5437,201511,Arlington Cemetery,754.1
5438,201511,Ballston,10537.2
5439,201511,Benning Road,2753.2
5440,201511,Bethesda,9664.3
5441,201511,Braddock Road,4419.9
5442,201511,Branch Avenue,5483.6
5443,201511,Brookland,6410.0
5444,201511,Capitol Heights,1875.9
5445,201511,Capitol South,6234.8
5446,201511,Cheverly,1145.3
5447,201511,Clarendon,4245.8
5448,201511,Cleveland Park,3786.1
5449,201511,College Park-U of MD,4115.8
5450,201511,Columbia Heights,11466.7
5451,201511,Congress Heights,2448.8
5452,201511,Court House,6692.1
5453,201511,Crystal City,10974.4
5454,201511,Deanwood,1352.4
5455,201511,Dunn Loring,3936.1
5456,201511,Dupont Circle,18020.4
5457,201511,East Falls Church,3964.7
5458,201511,Eastern Market,5194.0
5459,201511,Eisenhower Avenue,1492.9
5460,201511,Farragut North,23111.8
5461,201511,Farragut West,19921.9
5462,201511,Federal Center SW,4873.5
5463,201511,Federal Triangle,7072.2
5464,201511,Foggy Bottom,19589.1
5465,201511,Forest Glen,2237.3
5466,201511,Fort Totten,7565.9
5467,201511,Franconia-Springfield,6907.8
5468,201511,Friendship Heights,8524.2
5469,201511,Gallery Place-Chinatown,24438.3
5470,201511,Georgia Avenue-Petworth,5960.7
5471,201511,Glenmont,5809.9
5472,201511,Greenbelt,5890.9
5473,201511,Greensboro,1057.8
5474,201511,Grosvenor,5255.8
5475,201511,Huntington,7057.3
5476,201511,Judiciary Square,8078.4
5477,201511,King St-Old Town,7624.4
5478,201511,L'Enfant Plaza,18598.3
5479,201511,Landover,1654.3
5480,201511,Largo Town Center,4334.5
5481,201511,McLean,1603.9
5482,201511,McPherson Square,13568.8
5483,201511,Medical Center,5348.7
5484,201511,Metro Center,24184.1
5485,201511,Minnesota Avenue,2309.6
5486,201511,Morgan Blvd.,1840.7
5487,201511,Mt. Vernon Square-UDC,4315.9
5488,201511,Navy Yard-Ballpark,6315.7
5489,201511,Naylor Road,2597.4
5490,201511,New Carrollton,7073.8
5491,201511,NoMa-Gallaudet U,8830.0
5492,201511,Pentagon,13610.6
5493,201511,Pentagon City,12538.3
5494,201511,Potomac Avenue,3535.8
5495,201511,Prince George's Plaza,4457.7
5496,201511,Reagan Washington National Airport,6443.3
5497,201511,Rhode Island Avenue,5667.3
5498,201511,Rockville,4221.6
5499,201511,Rosslyn,13283.4
5500,201511,Shady Grove,11311.3
5501,201511,Shaw-Howard University,4867.8
5502,201511,Silver Spring,12171.0
5503,201511,Smithsonian,7973.8
5504,201511,Southern Avenue,4953.5
5505,201511,Spring Hill,1134.1
5506,201511,Stadium-Armory,2200.1
5507,201511,Suitland,5053.7
5508,201511,Takoma,5218.0
5509,201511,Tenleytown-AU,6372.1
5510,201511,Twinbrook,4096.5
5511,201511,Tysons Corner,3184.5
5512,201511,U Street-Cardozo,6671.3
5513,201511,Union Station,28309.2
5514,201511,Van Dorn Street,2995.1
5515,201511,Van Ness-UDC,5890.2
5516,201511,Vienna,9669.2
5517,201511,Virginia Square-GMU,3680.5
5518,201511,Waterfront,3872.3
5519,201511,West Falls Church,2641.9
5520,201511,West Hyattsville,3564.6
5521,201511,Wheaton,3855.2
5522,201511,White Flint,3618.6
5523,201511,Wiehle,7529.9
5524,201511,Woodley Park-Zoo,5734.2
5525,201512,Addison Road,2869.5
5526,201512,Anacostia,6463.8
5527,201512,Archives-Navy Memorial,7519.7
5528,201512,Arlington Cemetery,563.2
5529,201512,Ballston,9425.5
5530,201512,Benning Road,2614.5
5531,201512,Bethesda,8901.9
5532,201512,Braddock Road,4098.6
5533,201512,Branch Avenue,5110.5
5534,201512,Brookland,5435.9
5535,201512,Capitol Heights,1799.4
5536,201512,Capitol South,5382.4
5537,201512,Cheverly,1089.2
5538,201512,Clarendon,4006.6
5539,201512,Cleveland Park,3673.7
5540,201512,College Park-U of MD,3364.2
5541,201512,Columbia Heights,11127.5
5542,201512,Congress Heights,2257.8
5543,201512,Court House,6035.1
5544,201512,Crystal City,9682.9
5545,201512,Deanwood,1291.9
5546,201512,Dunn Loring,3642.0
5547,201512,Dupont Circle,16215.9
5548,201512,East Falls Church,3656.6
5549,201512,Eastern Market,4890.6
5550,201512,Eisenhower Avenue,1383.8
5551,201512,Farragut North,21366.7
5552,201512,Farragut West,17948.8
5553,201512,Federal Center SW,4774.2
5554,201512,Federal Triangle,6878.3
5555,201512,Foggy Bottom,16997.0
5556,201512,Forest Glen,2086.3
5557,201512,Fort Totten,7139.5
5558,201512,Franconia-Springfield,6571.1
5559,201512,Friendship Heights,8067.5
5560,201512,Gallery Place-Chinatown,24239.8
5561,201512,Georgia Avenue-Petworth,5515.0
5562,201512,Glenmont,5472.4
5563,201512,Greenbelt,5502.8
5564,201512,Greensboro,957.5
5565,201512,Grosvenor,4818.1
5566,201512,Huntington,6563.4
5567,201512,Judiciary Square,7327.2
5568,201512,King St-Old Town,6990.3
5569,201512,L'Enfant Plaza,17185.9
5570,201512,Landover,1562.7
5571,201512,Largo Town Center,4072.5
5572,201512,McLean,1424.7
5573,201512,McPherson Square,12465.3
5574,201512,Medical Center,4720.1
5575,201512,Metro Center,23559.8
5576,201512,Minnesota Avenue,2090.8
5577,201512,Morgan Blvd.,1928.4
5578,201512,Mt. Vernon Square-UDC,3758.2
5579,201512,Navy Yard-Ballpark,5935.3
5580,201512,Naylor Road,2520.2
5581,201512,New Carrollton,6605.4
5582,201512,NoMa-Gallaudet U,7857.4
5583,201512,Pentagon,12735.0
5584,201512,Pentagon City,12537.5
5585,201512,Potomac Avenue,3261.2
5586,201512,Prince George's Plaza,4298.2
5587,201512,Reagan Washington National Airport,5576.2
5588,201512,Rhode Island Avenue,5282.4
5589,201512,Rockville,3921.5
5590,201512,Rosslyn,11525.2
5591,201512,Shady Grove,10833.3
5592,201512,Shaw-Howard University,4301.9
5593,201512,Silver Spring,11319.0
5594,201512,Smithsonian,7052.9
5595,201512,Southern Avenue,4694.1
5596,201512,Spring Hill,1036.2
5597,201512,Stadium-Armory,2122.3
5598,201512,Suitland,4831.2
5599,201512,Takoma,4852.2
5600,201512,Tenleytown-AU,5017.5
5601,201512,Twinbrook,3843.6
5602,201512,Tysons Corner,3216.0
5603,201512,U Street-Cardozo,6094.9
5604,201512,Union Station,25500.9
5605,201512,Van Dorn Street,2810.9
5606,201512,Van Ness-UDC,5139.4
5607,201512,Vienna,9104.7
5608,201512,Virginia Square-GMU,3323.1
5609,201512,Waterfront,3672.0
5610,201512,West Falls Church,2415.7
5611,201512,West Hyattsville,3348.9
5612,201512,Wheaton,3764.0
5613,201512,White Flint,3261.3
5614,201512,Wiehle,6984.4
5615,201512,Woodley Park-Zoo,5495.6
